tag,value,type,label,label_cn,only_bj,use
power,transformer,node,poi-transformer,变压器,0,0
power_source,wind,node,poi-wind,风力发电机,0,0
railway,abandoned,way,way-abandoned,遗弃铁路,0,0
railway,construction,way,way-construction,在建铁路,0,0
railway,dismantled,way,way-dismantled,拆除了的铁路,0,0
railway,disused,way,way-disused,未用铁路,0,0
railway,funicular,way,way-funicular,缆车,0,0
railway,light_rail,way,way-rail,铁路,0,1
railway,miniature,way,way-miniature,迷你火车,0,0
railway,monorail,way,way-monorail,单轨列车,0,0
railway,narrow_gauge,way,way-narrow_gauge,窄轨铁路,0,0
railway,platform,way,way-platform,月台,0,1
railway,preserved,way,way-preserved,保留铁路,0,0
railway,proposed,way,way-proposed,规划铁路,0,0
railway,rail,way,way-rail,铁路,0,1
railway,razed,way,way-razed,未知,0,0
railway,signal_box,way,way-signal_box,信号盒,0,0
railway,station,way,way-station,火车站,0,0
railway,subway,way,way-subway,地铁,0,0
railway,tram,way,way-tram,电车道,0,0
railway,turntable,way,way-turntable,铁路转弯区,0,0
religion,buddhist,way,poi-buddhist,佛教区,0,0
religion,christian,way,poi-christian,基督教区,0,0
religion,hindu,way,poi-hindu,印度教区,0,0
religion,jewish,way,poi-jewish,耶稣教区,0,0
religion,muslim,way,poi-muslim,穆斯林区,0,0
religion,shinto,way,poi-shinto,神道,0,0
service,alley,way,poi-alley,胡同,0,0
service,bus,way,poi-bus,公交车道,0,0
service,crossover,way,poi-crossover,交叉口,0,0
service,drive_through,way,poi-drive_through,未知,0,0
service,driveway,way,poi-driveway,通往私人住所的车道,0,0
service,emergency_access,way,poi-emergency_access,紧急通道,0,0
service,irrigation,way,poi-irrigation,灌溉渠,0,0
service,logging,way,poi-logging,未知,0,0
service,parking,way,poi-parking,停车场,0,0
service,parking_aisle,way,poi-parking_aisle,未知,0,0
service,siding,way,poi-siding,辅路,0,0
service,spur,way,poi-spur,未知,0,0
service,yard,way,way-rail,铁路,0,1
sport,american_football,way,landuse-american_football,美式足球场,0,0
sport,archery,way,landuse-archery,射箭场,0,0
sport,athletics,way,landuse-athletics,竞技场,0,0
sport,baseball,way,landuse-baseball,棒球场,0,0
sport,basketball,way,landuse-netball,球场,0,1
sport,beachvolleyball,way,landuse-beachvolleyball,沙滩排球场,0,0
sport,boules,way,landuse-boules,法式滚球,0,0
sport,bowls,way,landuse-bowls,草地滚球,0,0
sport,canoe,way,landuse-canoe,独木舟,0,0
sport,climbing,way,landuse-climbing,攀岩,0,0
sport,cricket,way,landuse-cricket,斗蟋蟀,0,0
sport,cycling,way,landuse-cycling,骑行,0,0
sport,equestrian,way,landuse-equestrian,骑马,0,0
sport,gaelic_games,way,landuse-gaelic_games,未知,0,0
sport,golf,way,landuse-golf,高尔夫球场,0,0
sport,gymnastics,way,landuse-gymnastics,体操馆,0,0
sport,handball,way,landuse-handball,手球馆,0,0
sport,hockey,way,landuse-hockey,曲棍球,0,0
sport,horse_racing,way,landuse-horse_racing,赛马,0,0
sport,karting,way,landuse-karting,卡丁车,0,0
sport,motocross,way,landuse-motocross,摩托车越野,0,0
sport,motor,way,landuse-motor,摩托运动,0,0
sport,multi,way,landuse-multi,多项运动场,0,0
sport,netball,way,landuse-netball,在方形运动场中举行的球类运动,0,0
sport,pelota,way,landuse-pelota,球类运动,0,0
sport,rugby,way,landuse-rugby,橄榄球,0,0
sport,rugby_union,way,landuse-rugby_union,橄榄球联盟,0,0
sport,running,way,landuse-running,跑步,0,0
sport,shooting,way,landuse-shooting,射击,0,0
sport,skateboard,way,landuse-skateboard,滑板,0,0
sport,skating,way,landuse-skating,旱冰,0,0
sport,skiing,way,landuse-skiing,滑雪场,0,0
sport,soccer,way,landuse-soccer,足球场,0,0
sport,swimming,way,landuse-swimming,游泳馆,0,0
sport,table_tennis,way,landuse-table_tennis,乒乓球,0,0
sport,team_handball,way,landuse-team_handball,手球,0,0
sport,tennis,way,landuse-netball,球场,0,1
sport,volleyball,way,landuse-volleyball,排球,0,0
surface,artificial_turf,way,landuse-artificial_turf,人造草坪,0,0
surface,asphalt,way,landuse-asphalt,沥青地面,0,0
surface,bricks,way,landuse-bricks,砖块地面,0,0
surface,cement,way,landuse-cement,水泥地面,0,0
surface,clay,way,landuse-clay,粘土地面,0,0
surface,cobblestone,way,landuse-cobblestone,鹅卵石地面,0,0
surface,compacted,way,landuse-compacted,压实地面,0,0
surface,concrete,way,landuse-concrete,混泥土地面,0,0
surface,dirt,way,landuse-dirt,尘土地面,0,0
surface,earth,way,landuse-earth,泥土地面,0,0
surface,fine_gravel,way,landuse-fine_gravel,细砾地面,0,0
surface,grass,way,landuse-grass,长草地面,0,0
surface,grass_paver,way,landuse-grass_paver,铺草地面,0,0
surface,gravel,way,landuse-gravel,碎石地面,0,0
surface,ground,way,landuse-ground,地面,0,0
surface,hard,way,landuse-hard,坚硬地面,0,0
surface,interlock,way,landuse-interlock,未知,0,0
surface,metal,way,landuse-metal,金属地面,0,0
surface,mud,way,landuse-mud,泥泞地面,0,0
surface,paved,way,landuse-paved,铺平的地面,0,0
surface,paving_stones,way,landuse-paving_stones,用石头铺平的地面,0,0
surface,pebblestone,way,landuse-pebblestone,小卵石地面,0,0
surface,rock,way,landuse-rock,岩石地面,0,0
surface,rocky,way,landuse-rocky,岩石地面,0,0
surface,sand,way,landuse-sand,沙土地面,0,0
surface,sett,way,landuse-sett,未知,0,0
surface,stone,way,landuse-stone,石头地面,0,0
surface,tartan,way,landuse-tartan,格子地面,0,0
surface,unpaved,way,landuse-unpaved,未铺平地面,0,0
surface,wood,way,landuse-wood,林木,0,0
tourism,alpine_hut,node,poi-alpine_hut,高山小屋,0,0
tourism,artwork,node,poi-artwork,艺术品,0,0
tourism,attraction,node,poi-attraction,旅游景点,0,0
tourism,camp_site,node,poi-camp_site,营地,0,0
tourism,caravan_site,node,poi-caravan_site,营地,0,0
tourism,chalet,node,poi-chalet,小屋,0,0
tourism,guest_house,node,poi-guest_house,宾馆,0,0
tourism,hostel,node,poi-building,建筑,0,1
tourism,hotel,node,poi-building,建筑,0,1
tourism,information,node,poi-information,信息指引,0,0
tourism,motel,node,poi-motel,汽车旅馆,0,0
tourism,museum,node,poi-museum,博物馆,0,0
tourism,picnic_site,node,poi-picnic_site,野餐地,0,0
tourism,viewpoint,node,poi-viewpoint,观景台,0,0
tourism,zoo,node,poi-zoo,动物园,0,0
wall,Brick,way,landuse-Brick,砖墙,0,0
wall,dry_stone,way,landuse-dry_stone,干燥岩石墙,0,0
wall,noise_barrier,way,landuse-noise_barrier,隔音墙,0,0
water,canal,way,landuse-canal,运河,0,0
water,fishpond,way,landuse-fishpond,鱼塘,0,0
water,lagoon,way,landuse-lagoon,泻湖,0,0
water,lake,way,landuse-lake,湖泊,0,1
water,oxbow,way,landuse-oxbow,未知,0,0
water,pond,way,landuse-pond,池塘,0,0
water,reservoir,way,landuse-reservoir,水池,0,0
water,river,way,landuse-river,河流,1,0
water,salt,way,landuse-salt,盐水池,0,0
water,salt_pool,way,landuse-salt_pool,盐水池,0,0
water,shallow,way,landuse-shallow,浅水池,0,0
water,stream,way,landuse-stream,溪流,0,0
water,tidal,way,landuse-tidal,潮汐,0,0
water,wastewater,way,landuse-wastewater,废水池,0,0
waterway,artificial,way,landuse-artificial,人工水道,0,0
waterway,boatyard,way,landuse-boatyard,船坞水道,0,0
waterway,canal,way,landuse-canal,运河,0,0
waterway,canal,node,landuse-canal,运河,0,0
waterway,dam,way,landuse-dam,大坝,0,0
waterway,dam,node,landuse-dam,大坝,0,0
waterway,derelict_canal,way,landuse-derelict_canal,废弃的运河,0,0
waterway,ditch,way,landuse-drain,水渠,0,1
waterway,dock,way,landuse-dock,码头,0,0
waterway,drain,way,landuse-drain,水渠,0,1
waterway,drystream,way,landuse-drystream,干涸水道,0,0
waterway,lock_gate,node,poi-lock_gate,水闸,0,0
waterway,rapids,way,landuse-rapids,急流水道,0,0
waterway,rapids,node,landuse-rapids,急流水道,0,0
waterway,river,way,landuse-river,河流,1,1
waterway,riverbank,way,landuse-river,河流,0,1
waterway,stream,way,landuse-river,河流,0,1
waterway,wadi,way,landuse-wadi,干涸河床,0,0
waterway,waterfall,way,landuse-waterfall,瀑布,0,0
waterway,weir,way,landuse-weir,河堰,0,1
wetland,bog,way,landuse-bog,沼泽湿地,0,0
wetland,mangrove,way,landuse-mangrove,红树林地,0,0
wetland,marsh,way,landuse-marsh,澡泽湿地,0,0
wetland,reedbed,way,landuse-reedbed,芦苇丛地,0,0
wetland,saltern,way,landuse-saltern,盐场,0,0
wetland,saltmarsh,way,landuse-saltmarsh,盐沼地,0,0
wetland,string_bog,way,landuse-string_bog,连续沼泽地,0,0
wetland,swamp,way,landuse-swamp,澡泽地,0,0
wetland,tidalflat,way,landuse-tidalflat,未知,0,0
wetland,wet_meadow,way,landuse-wet_meadow,湿草甸,0,0
